"x","y","objectid","stop_name","stop_lat","stop_lon","town","stop_code"
-8595732.0737,4760472.9333,2287,"RIDGE RD & TRALEE TERR",39.270362,-77.216775,"Damascus","25304"
-8595477.5973,4761183.1493,2288,"RIDGE RD & OAK DR",39.275301,-77.214489,"Damascus","25306"
-8595235.3661,4761639.5891,2289,"RIDGE RD & SUNSET DR",39.278475,-77.212313,"Damascus","25308"
-8595176.0328,4761841.7868,2290,"RIDGE RD & DAMASCUS MANOR RD",39.279881,-77.21178,"Damascus","25310"
-8595088.8697,4762341.9774,2291,"RIDGE RD & BETHESDA CHURCH RD",39.283359,-77.210997,"Damascus","25312"
-8594857.8817,4762707.5723,2292,"RIDGE RD & BETHESDA CHURCH RD",39.285901,-77.208922,"Damascus","25314"
-8594638.0257,4762970.199,2293,"RIDGE RD & DAMASCUS BLVD",39.287727,-77.206947,"Damascus","25316"
-8594448.56,4763066.4205,2294,"MAIN ST & MAIN ST",39.288396,-77.205245,"Damascus","25318"
-8594421.6207,4763082.5294,2295,"MAIN ST & LEWIS DR",39.288508,-77.205003,"Damascus","25320"
-8594738.3246,4762901.5932,2296,"RIDGE RD & DAMASCUS BLVD",39.28725,-77.207848,"Damascus","25322"
-8594969.8691,4762569.6457,2297,"RIDGE RD & BETHESDA CHURCH RD",39.284942,-77.209928,"Damascus","25324"
-8595188.278,4761855.5928,2298,"RIDGE RD & DAMASCUS MANOR RD",39.279977,-77.21189,"Damascus","25328"
-8595252.0641,4761637.5758,2299,"RIDGE RD & SUNSET DR",39.278461,-77.212463,"Damascus","25330"
-8595471.2521,4761245.4161,2300,"RIDGE RD & OAK DR",39.275734,-77.214432,"Damascus","25332"
-8595745.5434,4760476.9595,2301,"RIDGE RD & TRALEE TERR",39.27039,-77.216896,"Damascus","25334"
-8595875.6758,4759978.0118,2302,"RIDGE RD & BLOOM DR",39.26692,-77.218065,"Damascus","25336"
-8595969.4069,4759599.7195,2303,"RIDGE RD & OAK DR",39.264289,-77.218907,"Damascus","25338"
-8596185.478,4759368.9552,2304,"RIDGE RD & SWEEPSTAKES RD",39.262684,-77.220848,"Damascus","25340"
-8583462.7734,4716827.4459,2305,"RIDGEFIELD RD & RIVER RD",38.966174,-77.106558,"Bethesda","25344"
-8594691.2365,4724101.095,2306,"RIVER RD & COUNSELMAN RD",39.016959,-77.207425,"Potomac","25346"
-8594511.3442,4723954.6683,2307,"RIVER RD & HALL RD",39.015937,-77.205809,"Potomac","25348"
-8594282.2487,4723756.9525,2308,"RIVER RD & PERSIMMON TREE RD",39.014557,-77.203751,"Potomac","25350"
-8593506.9084,4723106.9533,2309,"RIVER RD & NEWBRIDGE DR",39.01002,-77.196786,"Potomac","25352"
-8593134.7673,4722821.2934,2310,"RIVER RD & BELLE TERRE WAY",39.008026,-77.193443,"Potomac","25354"
-8592847.7857,4722589.6484,2311,"RIVER RD & CONGRESSIONAL PKWY",39.006409,-77.190865,"Potomac","25356"
-8592499.2444,4722377.0611,2312,"RIVER RD & DURHAM DR",39.004925,-77.187734,"Potomac","25358"
-8592115.1921,4722167.4865,2313,"RIVER RD & HARRINGTON DR",39.003462,-77.184284,"Potomac","25360"
-8591774.2205,4721973.2435,2314,"RIVER RD & BRADLEY BLVD",39.002106,-77.181221,"Potomac","25362"
-8591135.6919,4721632.611,2315,"RIVER RD & CONGRESSIONAL CC",38.999728,-77.175485,"Potomac","25364"
-8590993.3143,4721560.5611,2316,"RIVER RD & FENWAY DR",38.999225,-77.174206,"Potomac","25366"
-8590482.0239,4721245.1518,2317,"RIVER RD & CARDEROCK SPRINGS DR",38.997023,-77.169613,"Potomac","25368"
-8589851.399,4720788.098,2318,"RIVER RD & CABIN JOHN FIREHOUSE",38.993832,-77.163948,"Potomac","25370"
-8589675.2915,4720645.2998,2319,"RIVER RD & SEVEN LOCKS RD",38.992835,-77.162366,"Potomac","25372"
-8588556.5306,4720256.8758,2320,"RIVER RD & BURDETTE RD",38.990123,-77.152316,"Bethesda","25374"
-8588276.4508,4720142.0129,2321,"RIVER RD & ROYAL DOMINION DR",38.989321,-77.1498,"Bethesda","25376"
-8587950.1734,4719953.5374,2322,"RIVER RD & HELMSDALE RD",38.988005,-77.146869,"Bethesda","25378"
-8587521.1481,4719673.5517,2323,"RIVER RD & NEVIS RD",38.98605,-77.143015,"Bethesda","25380"
-8587289.9375,4719544.3742,2324,"RIVER RD & GLENRIDDLE RD",38.985148,-77.140938,"Bethesda","25382"
-8587009.8576,4719405.0305,2325,"RIVER RD & WILSON LA",38.984175,-77.138422,"Bethesda","25384"
-8586790.0016,4719108.305,2326,"RIVER RD & ORKNEY PKWY",38.982103,-77.136447,"Bethesda","25386"
-8586500.571,4718862.4247,2327,"RIVER RD & BRAEBURN PKWY",38.980386,-77.133847,"Bethesda","25388"
-8586238.0796,4718652.3499,2328,"RIVER RD & PYLE RD",38.978919,-77.131489,"Bethesda","25390"
-8585664.1163,4718190.5444,2329,"RIVER RD & WINSTON DR",38.975694,-77.126333,"Bethesda","25392"
-8585241.6588,4717875.5264,2330,"RIVER RD & GOLDSBORO RD",38.973494,-77.122538,"Bethesda","25394"
-8584508.3974,4717445.6857,2331,"RIVER RD & OGDEN RD",38.970492,-77.115951,"Bethesda","25396"
-8584030.0575,4717309.3776,2332,"RIVER RD & SPRINGFIELD DR",38.96954,-77.111654,"Bethesda","25398"
-8583848.3841,4717231.0586,2333,"RIVER RD & DORSET AVE",38.968993,-77.110022,"Bethesda","25400"
-8583373.9404,4716820.8599,2334,"RIVER RD & RIDGEFIELD RD",38.966128,-77.10576,"Bethesda","25402"
-8583094.8625,4716564.1542,2335,"RIVER RD & DORSEY LA",38.964335,-77.103253,"Bethesda","25404"
-8582891.1478,4716393.2115,2336,"RIVER RD & LITTLE FALLS PKWY",38.963141,-77.101423,"Bethesda","25406"
-8582789.1791,4716316.3312,2337,"RIVER RD & GREYSTONE ST",38.962604,-77.100507,"Bethesda","25408"
-8582561.7534,4716121.3412,2338,"RIVER RD & VENTNOR RD",38.961242,-77.098464,"Bethesda","25410"
-8582555.6309,4716141.0978,2339,"RIVER RD & VENTNOR RD",38.96138,-77.098409,"Bethesda","25412"
-8582712.1461,4716285.2642,2340,"RIVER RD & GREYSTONE ST",38.962387,-77.099815,"Bethesda","25413"
-8582904.1722,4716448.0445,2341,"RIVER RD & BUTLER RD",38.963524,-77.10154,"Bethesda","25416"
-8583368.3745,4716861.5211,2342,"RIVER RD & BROOKSIDE RD",38.966412,-77.10571,"Bethesda","25420"
-8583829.9051,4717241.2243,2343,"RIVER RD & DORSET AVE",38.969064,-77.109856,"Bethesda","25422"
-8584045.5309,4717355.1953,2344,"RIVER RD & SPRINGFIELD DR",38.96986,-77.111793,"Bethesda","25424"
-8584525.0953,4717473.0335,2345,"RIVER RD & OGDEN RD",38.970683,-77.116101,"Bethesda","25426"
-8585251.2323,4717913.328,2346,"RIVER RD & GOLDSBORO RD",38.973758,-77.122624,"Bethesda","25428"
-8585654.7655,4718214.6007,2347,"RIVER RD & WHITTIER BLVD",38.975862,-77.126249,"Bethesda","25430"
-8586243.5343,4718751.8735,2348,"RIVER RD & PYLE RD",38.979614,-77.131538,"Bethesda","25432"
-8586484.7636,4718900.5164,2349,"RIVER RD & BRAEBURN PKWY",38.980652,-77.133705,"Bethesda","25434"
-8586866.9234,4719282.3008,2350,"RIVER RD & WILSON LA",38.983318,-77.137138,"Bethesda","25438"
-8587300.9581,4719564.8535,2351,"RIVER RD & GLENRIDDLE RD",38.985291,-77.141037,"Bethesda","25440"
-8587588.1624,4719733.8446,2352,"RIVER RD & BEECH TREE RD",38.986471,-77.143617,"Bethesda","25442"
-8587911.6568,4719944.5147,2353,"RIVER RD & HELMSDALE RD",38.987942,-77.146523,"Bethesda","25444"
-8588178.0444,4720102.7707,2354,"RIVER RD & DOMINION DR",38.989047,-77.148916,"Bethesda","25446"
-8588541.6138,4720265.0394,2355,"RIVER RD & BURDETTE RD",38.99018,-77.152182,"Bethesda","25448"
-8589678.1858,4720694.1403,2356,"RIVER RD & SEVEN LOCKS RD",38.993176,-77.162392,"Potomac","25452"
-8589837.818,4720820.8975,2357,"RIVER RD & RISING RIDGE RD",38.994061,-77.163826,"Potomac","25454"
-8590479.6862,4721267.6398,2358,"RIVER RD & CARDEROCK SPRINGS DR",38.99718,-77.169592,"Potomac","25456"
-8591026.0422,4721592.3604,2359,"RIVER RD & CLEWERWALL DR",38.999447,-77.1745,"Potomac","25458"
-8591248.2359,4721721.4207,2360,"RIVER RD & CONGRESSIONAL CC",39.000348,-77.176496,"Potomac","25460"
-8591816.2993,4722021.2309,2361,"RIVER RD & BRADLEY BLVD",39.002441,-77.181599,"Potomac","25462"
-8592097.047,4722171.784,2362,"RIVER RD & HARRINGTON DR",39.003492,-77.184121,"Potomac","25464"
-8592559.9135,4722426.7695,2363,"RIVER RD & DURHAM DR",39.005272,-77.188279,"Potomac","25466"
-8592853.129,4722617.7263,2364,"RIVER RD & CONGRESSIONAL PKWY",39.006605,-77.190913,"Potomac","25468"
-8593138.9975,4722844.2147,2365,"RIVER RD & BELLE TERRE WAY",39.008186,-77.193481,"Potomac","25470"
-8593505.5726,4723130.4482,2366,"RIVER RD & NEWBRIDGE DR",39.010184,-77.196774,"Potomac","25472"
-8594128.4051,4723645.6316,2367,"RIVER RD & PERSIMMON TREE RD",39.01378,-77.202369,"Potomac","25474"
-8594506.7801,4723974.1535,2368,"RIVER RD & HALL RD",39.016073,-77.205768,"Potomac","25476"
-8594703.5929,4724142.3585,2369,"RIVER RD & COUNSELMAN RD",39.017247,-77.207536,"Potomac","25478"
-8586202.0121,4725484.6603,2370,"ROCK SPRING DR & ROCKLEDGE DR",39.026615,-77.131165,"Bethesda","25480"
-8585863.0442,4725473.1967,2371,"ROCK SPRING DR & OLD GEORGETOWN RD",39.026535,-77.12812,"Bethesda","25482"
-8585833.3219,4725518.6214,2372,"ROCK SPRING DR & OLD GEORGETOWN RD",39.026852,-77.127853,"Bethesda","25484"
-8587064.9608,4725489.8189,2373,"ROCKLEDGE DR & FERNWOOD RD",39.026651,-77.138917,"Bethesda","25488"
-8586974.792,4725922.1504,2374,"ROCKLEDGE DR & WESTLAKE TERR",39.029668,-77.138107,"Bethesda","25490"
-8586713.5252,4725980.7609,2375,"ROCKLEDGE DR & ROCKLEDGE CENTER",39.030077,-77.13576,"Bethesda","25492"
-8586413.1852,4725919.4277,2376,"ROCKLEDGE DR & ROCKLEDGE DR",39.029649,-77.133062,"Bethesda","25494"
-8586991.6012,4725949.6644,2377,"ROCKLEDGE DR & WESTLAKE TERR",39.02986,-77.138258,"Bethesda","25500"
-8587074.9795,4725759.0746,2378,"ROCKLEDGE DR & DEMOCRACY CENTER",39.02853,-77.139007,"Bethesda","25502"
-8582375.5159,4721664.2673,2379,"ROCKVILLE PIK & SOUTH WOOD RD",38.999949,-77.096791,"Bethesda","25504"
-8582421.3795,4722257.1604,2380,"ROCKVILLE PIK & NORTH WOOD DR",39.004088,-77.097203,"Bethesda","25506"
-8582442.9755,4722664.4275,2381,"ROCKVILLE PIK & CEDAR LA",39.006931,-77.097397,"Bethesda","25508"
-8582432.0662,4722900.2287,2382,"ROCKVILLE PIK & LOCUST HILL RD",39.008577,-77.097299,"Bethesda","25510"
-8582494.7391,4723375.4293,2383,"ROCKVILLE PIK & BROAD BROOK DR",39.011894,-77.097862,"Bethesda","25512"
-8582559.3044,4723516.9766,2384,"ROCKVILLE PIK & BELLEVUE DR",39.012882,-77.098442,"Bethesda","25514"
-8582672.405,4723786.4663,2385,"ROCKVILLE PIK & POOKS HILL RD",39.014763,-77.099458,"Bethesda","25516"
-8583029.7406,4724837.5592,2386,"ROCKVILLE PIK & GROSVENOR LA",39.022099,-77.102668,"Bethesda","25518"
-8583067.1439,4725210.1102,2387,"ROCKVILLE PIK & TUCKERMAN LA",39.024699,-77.103004,"Bethesda","25520"
-8583102.6548,4725434.5071,2388,"ROCKVILLE PIK & TUCKERMAN LA",39.026265,-77.103323,"Bethesda","25522"
-8583136.8299,4725719.6674,2389,"ROCKVILLE PIK & GROSVENOR STATION",39.028255,-77.10363,"Bethesda","25524"
-8583262.5096,4726014.5803,2390,"ROCKVILLE PIK & TUCKERMAN LA",39.030313,-77.104759,"Bethesda","25526"
-8583419.6927,4726448.9405,2391,"ROCKVILLE PIK & STRATHMORE AVE",39.033344,-77.106171,"Garrett Park","25528"
-8583507.9691,4726745.3078,2392,"ROCKVILLE PIK & STRATHMORE AVE",39.035412,-77.106964,"Garrett Park","25530"
-8583669.1597,4727155.6218,2393,"ROCKVILLE PIK & FLANDERS AVE",39.038275,-77.108412,"Garrett Park","25532"
-8583722.7044,4727291.6324,2394,"ROCKVILLE PIK & BETH MED PRK DR",39.039224,-77.108893,"Garrett Park","25534"
-8583823.5599,4727567.5289,2395,"ROCKVILLE PIK & EDSON LA",39.041149,-77.109799,"Garrett Park","25536"
-8583962.0413,4727932.0105,2396,"ROCKVILLE PIK & NICHOLSON LA",39.043692,-77.111043,"Garrett Park","25538"
-8584052.9893,4728183.4143,2397,"ROCKVILLE PIK & NICHOLSON LA",39.045446,-77.11186,"Garrett Park","25540"
-8584202.2688,4728569.8489,2398,"ROCKVILLE PIK & MARINELLI RD",39.048142,-77.113201,"","25542"
-8584418.3399,4729003.3153,2399,"ROCKVILLE PIK & OLD GEORGETOWN RD",39.051166,-77.115142,"Rockville","25546"
-8584715.5629,4729534.5663,2400,"ROCKVILLE PIK & RANDOLPH RD",39.054872,-77.117812,"Rockville","25548"
-8584769.9982,4729620.4349,2401,"ROCKVILLE PIK & HUBBARD DR",39.055471,-77.118301,"Rockville","25550"
-8584873.6366,4729765.08,2402,"ROCKVILLE PIK & BOU AVE",39.05648,-77.119232,"Rockville","25552"
-8585215.1648,4730284.0418,2403,"ROCKVILLE PIK & BOUIC AVE",39.0601,-77.1223,"Rockville","25554"
-8585536.9895,4730760.4492,2404,"ROCKVILLE PIK & HALPINE RD",39.063423,-77.125191,"Rockville","25556"
-8585662.3352,4730970.7752,2405,"ROCKVILLE PIK & CONGRESSIONAL LA",39.06489,-77.126317,"Rockville","25558"
-8585884.3063,4731308.8543,2406,"ROCKVILLE PIK & TEMPLETON PL",39.067248,-77.128311,"Rockville","25560"
-8586043.9384,4731531.0924,2407,"ROCKVILLE PIK & WOODMONT STATION",39.068798,-77.129745,"Rockville","25562"
-8586320.9013,4731896.1468,2408,"ROCKVILLE PIK & TALBOTT ST",39.071344,-77.132233,"Rockville","25564"
-8586726.1043,4732383.6713,2409,"ROCKVILLE PIK & EDMONSTON DR",39.074744,-77.135873,"Rockville","25566"
-8586898.2042,4732538.9672,2410,"ROCKVILLE PIK & WOOTTON PKWY",39.075827,-77.137419,"Rockville","25568"
-8587213.461,4732829.6335,2411,"ROCKVILLE PIK & FIRST ST",39.077854,-77.140251,"Rockville","25570"
-8587374.8742,4732974.0376,2412,"ROCKVILLE PIK & MT VERNON PL",39.078861,-77.141701,"Rockville","25572"
-8587539.6271,4733124.4668,2413,"ROCKVILLE PIK & NEW ST",39.07991,-77.143181,"Rockville","25574"
-8587663.971,4733214.5246,2414,"ROCKVILLE PIK & RICHARD MONTGOMERY DR",39.080538,-77.144298,"Rockville","25576"
-8587375.8761,4732945.7876,2415,"ROCKVILLE PIK & MT VERNON PL",39.078664,-77.14171,"Rockville","25578"
-8587063.0684,4732640.3481,2416,"ROCKVILLE PIK & WOOTTON PKWY",39.076534,-77.1389,"Rockville","25580"
-8586841.8765,4732439.308,2417,"ROCKVILLE PIK & EDMONSTON DR",39.075132,-77.136913,"Rockville","25582"
-8586619.4602,4732228.9515,2418,"ROCKVILLE PIK & EDMONSTON DR",39.073665,-77.134915,"Rockville","25584"
-8586299.528,4731812.4097,2419,"ROCKVILLE PIK & TALBOTT ST",39.07076,-77.132041,"Rockville","25586"
-8586132.3261,4731586.8677,2420,"ROCKVILLE PIK & WOODMONT STATION",39.069187,-77.130539,"Rockville","25588"
-8585909.7984,4731286.4874,2421,"ROCKVILLE PIK & TEMPLETON PL",39.067092,-77.12854,"Rockville","25590"
-8585739.1456,4731017.5149,2422,"ROCKVILLE PIK & CONGRESSIONAL LA",39.065216,-77.127007,"Rockville","25592"
-8585363.4424,4730438.8753,2423,"ROCKVILLE PIK & HALPINE RD",39.06118,-77.123632,"Rockville","25594"
-8585184.9972,4730178.6703,2424,"ROCKVILLE PIK & THOMPSON AVE",39.059365,-77.122029,"Rockville","25596"
-8585051.8591,4729978.2525,2425,"ROCKVILLE PIK & ROLLINS AVE",39.057967,-77.120833,"Rockville","25598"
-8584895.01,4729735.8355,2426,"ROCKVILLE PIK & BOU AVE",39.056276,-77.119424,"Rockville","25600"
-8584799.8318,4729584.5965,2427,"ROCKVILLE PIK & HUBBARD DR",39.055221,-77.118569,"Rockville","25602"
-8584639.7544,4729331.4377,2428,"ROCKVILLE PIK & HOYA ST",39.053455,-77.117131,"Rockville","25604"
-8584531.3292,4729175.761,2429,"ROCKVILLE PIK & MONTROSE RD",39.052369,-77.116157,"Rockville","25606"
-8584418.3399,4728975.6498,2430,"ROCKVILLE PIK & OLD GEORGETOWN RD",39.050973,-77.115142,"Rockville","25608"
-8584206.0536,4728475.2456,2431,"ROCKVILLE PIK & MARINELLI RD",39.047482,-77.113235,"","25610"
-8584048.5365,4728121.9244,2432,"ROCKVILLE PIK & NICHOLSON LA",39.045017,-77.11182,"Garrett Park","25612"
-8583971.6148,4727884.2817,2433,"ROCKVILLE PIK & EXECUTIVE BLVD",39.043359,-77.111129,"Garrett Park","25614"
-8583897.0307,4727635.8951,2434,"ROCKVILLE PIK & SECURITY LA",39.041626,-77.110459,"Garrett Park","25616"
-8583833.2446,4727481.6777,2435,"ROCKVILLE PIK & EDSON LA",39.04055,-77.109886,"Garrett Park","25618"
-8583751.8701,4727264.8314,2436,"ROCKVILLE PIK & HILLERY WAY",39.039037,-77.109155,"Garrett Park","25620"
-8583693.984,4727119.2188,2437,"ROCKVILLE PIK & WICKSHIRE WAY",39.038021,-77.108635,"Garrett Park","25622"
-8583505.4087,4726599.7027,2438,"ROCKVILLE PIK & STRATHMORE AVE",39.034396,-77.106941,"Garrett Park","25624"
-8583269.968,4725944.2189,2439,"ROCKVILLE PIK & TUCKERMAN LA",39.029822,-77.104826,"Bethesda","25626"
-8583142.7298,4725432.7875,2440,"ROCKVILLE PIK & TUCKERMAN LA",39.026253,-77.103683,"Bethesda","25628"
-8583080.1683,4725154.7998,2441,"ROCKVILLE PIK & TUCKERMAN LA",39.024313,-77.103121,"Bethesda","25630"
-8583082.172,4724939.1497,2442,"ROCKVILLE PIK & GROSVENOR LA",39.022808,-77.103139,"Bethesda","25632"
-8582677.7483,4723730.8772,2443,"ROCKVILLE PIK & POOKS HILL RD",39.014375,-77.099506,"Bethesda","25634"
-8582590.4739,4723536.0312,2444,"ROCKVILLE PIK & ALTA VISTA RD",39.013015,-77.098722,"Bethesda","25636"
-8582515.1106,4723327.4354,2445,"ROCKVILLE PIK & ELSMERE AVE",39.011559,-77.098045,"Bethesda","25638"
-8582471.8073,4722768.4315,2446,"ROCKVILLE PIK & CEDAR LA",39.007657,-77.097656,"Bethesda","25642"
-8582472.6978,4722365.8875,2447,"ROCKVILLE PIK & NORTH DR",39.004847,-77.097664,"Bethesda","25644"
-8582385.312,4721486.6496,2448,"ROCKVILLE PIK & SOUTH DR",38.998709,-77.096879,"Bethesda","25646"
-8582377.5197,4721254.1757,2449,"ROCKVILLE PIK & CENTER DR",38.997086,-77.096809,"Bethesda","25648"
-8587851.099,4733877.9369,2450,"ROCKVILLE STATION & BAY C - EAST",39.085164,-77.145979,"Rockville","25650"
-8587847.8708,4733904.612,2451,"ROCKVILLE STATION & BAY D - EAST",39.08535,-77.14595,"Rockville","25652"
-8587867.463,4733698.9576,2452,"ROCKVILLE STATION & BAY A - WEST",39.083916,-77.146126,"Rockville","25654"
-8587955.628,4733799.7765,2453,"ROCKVILLE STATION & BAY E - WEST",39.084619,-77.146918,"Rockville","25660"
-8587972.8826,4733818.9939,2454,"ROCKVILLE STATION & BAY F - WEST",39.084753,-77.147073,"Rockville","25662"
-8577354.6729,4721361.6029,2455,"ROSS RD & SPENCER RD",38.997836,-77.051688,"Chevy Chase","25664"
-8577516.1975,4721188.0011,2456,"ROSS RD & LYTTONSVILLE RD",38.996624,-77.053139,"Chevy Chase","25666"
-8577567.0705,4721044.9107,2457,"ROSS RD & LYTTONSVILLE RD",38.995625,-77.053596,"Chevy Chase","25668"
-8593149.6842,4748244.332,2458,"ROTHBURY DR & ARROWHEAD RD",39.185267,-77.193577,"Montgomery Village","25670"
-8592921.5905,4748285.9813,2459,"ROTHBURY DR & SPUR HILL DR",39.185557,-77.191528,"Montgomery Village","25672"
-8592508.7065,4748232.9861,2460,"ROTHBURY DR & GOSHEN RD",39.185188,-77.187819,"Montgomery Village","25674"
-8592509.7084,4748265.3002,2461,"ROTHBURY DR & GOSHEN RD",39.185413,-77.187828,"Montgomery Village","25676"
-8592914.8,4748304.2209,2462,"ROTHBURY DR & SPUR HILL DR",39.185684,-77.191467,"Montgomery Village","25678"
-8593172.616,4748250.9384,2463,"ROTHBURY DR & ARROWHEAD RD",39.185313,-77.193783,"Montgomery Village","25680"
-8570551.9388,4721270.6478,2464,"RUATAN ST & 11TH AVE",38.997201,-76.990578,"Silver Spring","25682"
-8569783.723,4721574.1689,2465,"RUATAN ST & NEW HAMPSHIRE AVE",38.99932,-76.983677,"Silver Spring","25684"
-8569785.8381,4721590.6415,2466,"RUATAN ST & NEW HAMPSHIRE AVE",38.999435,-76.983696,"Silver Spring","25686"
-8570566.967,4721263.6292,2467,"RUATAN ST & 11TH AVE",38.997152,-76.990713,"Silver Spring","25688"
-8593465.7202,4742090.2995,2468,"RUSSELL AVE & DIAMOND AVE",39.142404,-77.196416,"Gaithersburg","25690"
-8593506.7971,4742391.1444,2469,"RUSSELL AVE & BROOKS AVE",39.1445,-77.196785,"Gaithersburg","25692"
-8593654.518,4742649.0802,2470,"RUSSELL AVE & WALKER AVE",39.146297,-77.198112,"Gaithersburg","25696"
-8593761.3848,4742923.2428,2471,"RUSSELL AVE & ASBURY VILLAGE APTS",39.148207,-77.199072,"Gaithersburg","25698"
-8594401.9171,4743328.6151,2472,"RUSSELL AVE & ODEND HAL AVE",39.151031,-77.204826,"Gaithersburg","25702"
-8595446.2052,4744383.1762,2473,"RUSSELL AVE & CHRISTOPHER AVE",39.158377,-77.214207,"Gaithersburg","25704"
-8595632.1088,4744564.7855,2474,"RUSSELL AVE & WATKINS MILL RD",39.159642,-77.215877,"Gaithersburg","25706"
-8595664.8367,4744576.1272,2475,"RUSSELL AVE & WATKINS MILL RD",39.159721,-77.216171,"Gaithersburg","25708"
-8595517.895,4744400.4038,2476,"RUSSELL AVE & CHRISTOPHER AVE",39.158497,-77.214851,"Gaithersburg","25710"
-8594624.4448,4743336.5103,2477,"RUSSELL AVE & LAKFOREST AVE",39.151086,-77.206825,"Gaithersburg","25712"
-8594278.6864,4743235.4527,2478,"RUSSELL AVE & ODEND HAL AVE",39.150382,-77.203719,"Gaithersburg","25714"
-8593855.7837,4742986.2581,2479,"RUSSELL AVE & ASBURY VILLAGE APTS",39.148646,-77.19992,"Gaithersburg","25716"
-8593700.9383,4742735.0602,2480,"RUSSELL AVE & MARYLAND AVE",39.146896,-77.198529,"Gaithersburg","25718"
-8593658.8595,4742624.1045,2481,"RUSSELL AVE & WALKER AVE",39.146123,-77.198151,"Gaithersburg","25720"
-8593519.2649,4742337.8931,2482,"RUSSELL AVE & BROOKS AVE",39.144129,-77.196897,"Gaithersburg","25722"
-8593477.1861,4742040.638,2483,"RUSSELL AVE & DIAMOND AVE",39.142058,-77.196519,"Gaithersburg","25724"
-8584751.4078,4723518.6958,2484,"RYLAND DR & SINGLETON DR",39.012894,-77.118134,"Bethesda","25726"
-8584764.7661,4723532.1629,2485,"RYLAND DR & SINGLETON DR",39.012988,-77.118254,"Bethesda","25728"
-8584667.2503,4713813.8156,2486,"SANGAMORE RD & MACARTHUR BLVD",38.945122,-77.117378,"Bethesda","25730"
-8584816.7523,4714343.9848,2487,"SANGAMORE RD & LITTLE FALLS MALL",38.948826,-77.118721,"Bethesda","25732"
-8584974.4921,4714369.0339,2488,"SANGAMORE RD & SANGAMORE RD",38.949001,-77.120138,"Bethesda","25734"
-8585002.2106,4714552.2526,2489,"SANGAMORE RD & SENTINEL DR",38.950281,-77.120387,"Bethesda","25736"
-8585038.3895,4714784.5729,2490,"SANGAMORE RD & OVERLEA RD",38.951904,-77.120712,"Bethesda","25738"
-8585080.9135,4714990.9889,2491,"SANGAMORE RD & COREWOOD LA",38.953346,-77.121094,"Bethesda","25740"
-8585164.1805,4715414.7131,2492,"SANGAMORE RD & WESTPATH WAY",38.956306,-77.121842,"Bethesda","25742"
-8585190.4519,4715657.7899,2493,"SANGAMORE RD & MADAWASKA RD",38.958004,-77.122078,"Bethesda","25744"
-8585149.7089,4715958.7093,2494,"SANGAMORE RD & NAMAKAGAN RD",38.960106,-77.121712,"Bethesda","25746"
-8585093.3813,4716371.0206,2495,"SANGAMORE RD & WALHONDING RD",38.962986,-77.121206,"Bethesda","25748"
-8585115.6452,4716310.8909,2496,"SANGAMORE RD & WALHONDING RD",38.962566,-77.121406,"Bethesda","25750"
-8585157.2787,4715998.5081,2497,"SANGAMORE RD & NAMAKAGAN RD",38.960384,-77.12178,"Bethesda","25752"
-8585206.5932,4715647.4827,2498,"SANGAMORE RD & MADAWASKA RD",38.957932,-77.122223,"Bethesda","25754"
-8585188.4481,4715452.6488,2499,"SANGAMORE RD & WESTPATH WAY",38.956571,-77.12206,"Bethesda","25756"
-8585092.8247,4714975.6722,2500,"SANGAMORE RD & OVERLEA RD",38.953239,-77.121201,"Bethesda","25758"
-8585054.5308,4714752.3656,2501,"SANGAMORE RD & OVERLEA RD",38.951679,-77.120857,"Bethesda","25760"
-8585020.1331,4714546.527,2502,"SANGAMORE RD & SENTINEL DR",38.950241,-77.120548,"Bethesda","25762"
-8584994.3069,4714374.4732,2503,"SANGAMORE RD & SANGAMORE RD",38.949039,-77.120316,"Bethesda","25764"
-8584828.2183,4714328.2396,2504,"SANGAMORE RD & LITTLE FALLS MALL",38.948716,-77.118824,"Bethesda","25766"
-8584661.0164,4713777.4606,2505,"SANGAMORE RD & MACARTHUR BLVD",38.944868,-77.117322,"Bethesda","25768"
-8570579.2121,4725455.4281,2506,"SCHINDLER DR & LAGRANDE DR",39.026411,-76.990823,"Silver Spring","25770"
-8570563.4047,4725793.8964,2507,"SCHINDLER DR & RUPPERT RD",39.028773,-76.990681,"Silver Spring","25772"
-8570415.1272,4726048.8298,2508,"SCHINDLER DR & GATEWOOD DR",39.030552,-76.989349,"Silver Spring","25774"
-8570252.1555,4726248.31,2509,"SCHINDLER DR & BLOSSOM LN",39.031944,-76.987885,"Silver Spring","25776"
-8570116.2344,4726408.5275,2510,"SCHINDLER DR & NEW HAMPSHIRE AVE",39.033062,-76.986664,"Silver Spring","25778"
-8570143.1737,4726396.0597,2511,"SCHINDLER DR & NOLCREST DR",39.032975,-76.986906,"Silver Spring","25780"
-8570585.0007,4725814.8181,2512,"SCHINDLER DR & NOLCREST DR",39.028919,-76.990875,"Silver Spring","25784"
-8570592.6818,4725461.0166,2513,"SCHINDLER DR & LAGRANDE RD",39.02645,-76.990944,"Silver Spring","25786"
-8595686.0987,4738547.1468,2514,"SCHOOL DR & CIRCUIT CT",39.117714,-77.216362,"Gaithersburg","25788"
-8595537.042,4738604.8261,2515,"SCHOOL DR & BIG ACRE SQ",39.118116,-77.215023,"Gaithersburg","25790"
