"x","y","objectid","stop_name","stop_lat","stop_lon","town","stop_code"
-8577243.4648,4729324.9869,1207,"GEORGIA AVE & SHOREFIELD RD",39.05341,-77.050689,"Wheaton Glenmont","22784"
-8577151.5149,4729650.6827,1208,"GEORGIA AVE & MASON ST",39.055682,-77.049863,"Wheaton Glenmont","22786"
-8577160.3091,4729920.6224,1209,"GEORGIA AVE & RANDOLPH RD",39.057565,-77.049942,"Wheaton Glenmont","22788"
-8577208.7331,4730223.9728,1210,"GEORGIA AVE & LAYHILL RD",39.059681,-77.050377,"Wheaton Glenmont","22790"
-8580015.3201,4737531.7867,1211,"GEORGIA AVE & NORBECK RD",39.110637,-77.075589,"Aspen Hill","22792"
-8579720.5461,4739399.4564,1212,"GEORGIA AVE & BATCHELLORS FOREST RD",39.123654,-77.072941,"Olney","22794"
-8579635.164,4739718.4454,1213,"GEORGIA AVE & EMORY LA",39.125877,-77.072174,"Olney","22796"
-8579482.3223,4740346.982,1214,"GEORGIA AVE & EMORY CHURCH RD",39.130257,-77.070801,"Olney","22798"
-8579317.5695,4741113.9071,1215,"GEORGIA AVE & OLD BALTIMORE RD",39.135601,-77.069321,"Olney","22800"
-8579249.5533,4741374.5371,1216,"GEORGIA AVE & OLD BALTIMORE RD",39.137417,-77.06871,"Olney","22802"
-8579206.25,4741592.9778,1217,"GEORGIA AVE & CHERRY VALLEY DR",39.138939,-77.068321,"Olney","22804"
-8579098.3814,4742046.2357,1218,"GEORGIA AVE & PRINCE PHILLIP DR (S)",39.142097,-77.067352,"Olney","22805"
-8579088.0287,4742182.4467,1219,"GEORGIA AVE & PRINCE PHILIP DR",39.143046,-77.067259,"Olney","22806"
-8579046.2839,4742585.2056,1220,"GEORGIA AVE & KING WILLIAM DR",39.145852,-77.066884,"Olney","22808"
-8579030.5879,4742916.7833,1221,"GEORGIA AVE & QUEEN MARY DR",39.148162,-77.066743,"Olney","22810"
-8579023.4634,4743205.5949,1222,"GEORGIA AVE & SPARTAN RD",39.150174,-77.066679,"Olney","22812"
-8579032.1463,4743810.6619,1223,"GEORGIA AVE & HILLCREST AVE",39.154389,-77.066757,"Olney","22816"
-8578991.4034,4744080.5493,1224,"GEORGIA AVE & TIDEWATER CT",39.156269,-77.066391,"Olney","22818"
-8579055.0781,4743577.1003,1225,"GEORGIA AVE & OLNEY-LAYTONSVILLE RD",39.152762,-77.066963,"Olney","22820"
-8579055.7461,4743099.371,1226,"GEORGIA AVE & MORNINGWOOD DR",39.149434,-77.066969,"Olney","22822"
-8579063.6497,4742973.7699,1227,"GEORGIA AVE & QUEEN MARY DR",39.148559,-77.06704,"Olney","22824"
-8579093.0381,4742543.8669,1228,"GEORGIA AVE & KING WILLIAM DR",39.145564,-77.067304,"Olney","22826"
-8579142.5753,4742072.7888,1229,"GEORGIA AVE & HINES RD",39.142282,-77.067749,"Olney","22828"
-8579247.6609,4741571.4492,1230,"GEORGIA AVE & CHERRY VALLEY DR",39.138789,-77.068693,"Olney","22830"
-8579322.5789,4741267.7583,1231,"GEORGIA AVE & OLD BALTIMORE RD",39.136673,-77.069366,"Olney","22832"
-8579399.9459,4740935.9477,1232,"GEORGIA AVE & STATION 40 DR",39.134361,-77.070061,"Olney","22834"
-8579469.298,4740641.4606,1233,"GEORGIA AVE & SILO INN DR",39.132309,-77.070684,"Olney","22836"
-8579692.7162,4739707.9701,1234,"GEORGIA AVE & EMORY LA",39.125804,-77.072691,"Olney","22838"
-8579798.6923,4739387.2596,1235,"GEORGIA AVE & HILLCROFT DR",39.123569,-77.073643,"Olney","22840"
-8577227.6574,4730187.5588,1236,"GEORGIA AVE & RANDOLPH RD",39.059427,-77.050547,"Wheaton Glenmont","22842"
-8577192.3691,4729615.991,1237,"GEORGIA AVE & MASON ST",39.05544,-77.05023,"Wheaton Glenmont","22844"
-8577280.7568,4729304.918,1238,"GEORGIA AVE & WEISMAN RD",39.05327,-77.051024,"Wheaton Glenmont","22846"
-8577357.9012,4728956.4416,1239,"GEORGIA AVE & HENDERSON AVE",39.050839,-77.051717,"Wheaton Glenmont","22848"
-8577389.9612,4728780.5594,1240,"GEORGIA AVE & PARKER AVE",39.049612,-77.052005,"Wheaton Glenmont","22850"
-8577410.7779,4728447.1515,1241,"GEORGIA AVE & ARCOLA AVE",39.047286,-77.052192,"Wheaton Glenmont","22852"
-8577209.1783,4726994.1026,1242,"GEORGIA AVE & VEIRS MILL RD",39.037148,-77.050381,"","22862"
-8602721.7132,4745819.4858,1243,"GERMANTOWN RD & ACCENT WAY",39.168381,-77.279564,"Germantown","22876"
-8602412.0224,4746302.8002,1244,"GERMANTOWN RD & DAWSON FARM RD",39.171747,-77.276782,"Germantown","22878"
-8601921.3261,4746768.9061,1245,"GERMANTOWN RD & GERMANTOWN MARC PARK & RIDE",39.174993,-77.272374,"Germantown","22880"
-8601610.2994,4747074.1985,1246,"GERMANTOWN RD & WISTERIA DR",39.177119,-77.26958,"Germantown","22884"
-8601277.6768,4747364.1342,1247,"GERMANTOWN RD & MIDDLEBROOK RD",39.179138,-77.266592,"Germantown","22886"
-8599570.815,4748730.4914,1248,"GERMANTOWN RD & GOLDENROD LN",39.188652,-77.251259,"Germantown","22892"
-8600876.2587,4747632.5369,1249,"GERMANTOWN RD & CRYSYAL ROCK DR",39.181007,-77.262986,"Germantown","22902"
-8601424.5072,4747302.0967,1250,"GERMANTOWN RD & MIDDLEBROOK RD",39.178706,-77.267911,"Germantown","22904"
-8601673.0836,4747043.037,1251,"GERMANTOWN RD & WISTERIA DR",39.176902,-77.270144,"Germantown","22906"
-8601932.6807,4746818.5909,1252,"GERMANTOWN RD & BOWMAN MILL DR",39.175339,-77.272476,"Germantown","22908"
-8602533.138,4746221.6719,1253,"GERMANTOWN RD & DAWSON FARM RD",39.171182,-77.27787,"Germantown","22910"
-8602726.4999,4745898.8879,1254,"GERMANTOWN RD & ACCENT WAY",39.168934,-77.279607,"Germantown","22912"
-8602883.9057,4745585.0163,1255,"GERMANTOWN RD & CLOPPER RD",39.166748,-77.281021,"Germantown","22913"
-8601719.1699,4746554.9485,1256,"GERMANTOWN MARC STATION & PARKING LOT",39.173503,-77.270558,"Germantown","22916"
-8591919.9377,4742163.3569,1257,"GIRARD ST & FEDERAL WAY",39.142913,-77.18253,"Gaithersburg","22918"
-8592020.1253,4742409.6605,1258,"GIRARD ST & GLORIA WAY",39.144629,-77.18343,"Gaithersburg","22920"
-8592160.1652,4742656.4006,1259,"GIRARD ST & VICTORY FARM DR",39.146348,-77.184688,"Gaithersburg","22922"
-8592288.7392,4742890.8022,1260,"GIRARD ST & LARKSPUR WAY",39.147981,-77.185843,"Gaithersburg","22924"
-8592666.8915,4743184.6372,1261,"GIRARD ST & WHETSTONE GLEN ST",39.150028,-77.18924,"Gaithersburg","22926"
-8592845.114,4743251.6735,1262,"GIRARD ST & GOSHEN RD",39.150495,-77.190841,"Gaithersburg","22928"
-8592852.3498,4743222.677,1263,"GIRARD ST & GOSHEN RD",39.150293,-77.190906,"Gaithersburg","22930"
-8592985.0426,4743276.2201,1264,"GIRARD ST & GOSHEN RD",39.150666,-77.192098,"Gaithersburg","22932"
-8592996.5085,4743305.2168,1265,"GIRARD ST & GOSHEN RD",39.150868,-77.192201,"Gaithersburg","22934"
-8592647.9672,4743146.741,1266,"GIRARD ST & FOREST WALK",39.149764,-77.18907,"Gaithersburg","22936"
-8592332.4878,4742921.5202,1267,"GIRARD ST & LARKSPUR WAY",39.148195,-77.186236,"Gaithersburg","22938"
-8592212.0401,4742699.7494,1268,"GIRARD ST & VICTORY FARM DR",39.14665,-77.185154,"Gaithersburg","22940"
-8592076.0077,4742419.4209,1269,"GIRARD ST & FALLBROOK ST",39.144697,-77.183932,"Gaithersburg","22942"
-8591948.3242,4742155.3192,1270,"GIRARD ST & TEACHERS WAY",39.142857,-77.182785,"Gaithersburg","22944"
-8594234.27,4728396.5535,1271,"GLEN RD & BEDFORDSHIRE AVE",39.046933,-77.20332,"Potomac","22945"
-8594011.8536,4728400.567,1272,"GLEN RD & BECKET ST",39.046961,-77.201322,"Potomac","22946"
-8593745.5774,4728405.7271,1273,"GLEN RD & AMBLESIDE DR",39.046997,-77.19893,"Potomac","22948"
-8593064.0795,4728331.049,1274,"GLEN RD & FALLS RD",39.046476,-77.192808,"Potomac","22950"
-8593182.4121,4728384.9433,1275,"GLEN RD & SPLIT TREE RD",39.046852,-77.193871,"Potomac","22952"
-8593821.7199,4728416.0473,1276,"GLEN RD & AMBLESIDE DR",39.047069,-77.199614,"Potomac","22954"
-8594076.6416,4728410.1705,1277,"GLEN RD & BECKET ST",39.047028,-77.201904,"Potomac","22956"
-8594198.9817,4728407.8771,1278,"GLEN RD & BEDFORDSHIRE AVE",39.047012,-77.203003,"Potomac","22957"
-8593239.8529,4734845.312,1279,"GLEN MILL RD & MARIAN DR",39.091909,-77.194387,"Rockville","22958"
-8593261.0036,4734830.1086,1280,"GLEN MILL RD & MARIAN DR",39.091803,-77.194577,"Rockville","22960"
-8578867.8388,4745850.6435,1281,"GOLD MINE RD & HERITAGE HILLS DR",39.168598,-77.065281,"Olney","22964"
-8587027.5574,4717164.6239,1282,"MAC ARTHUR BLV & GOLDSBORO RD",38.968529,-77.138581,"Bethesda","22966"
-8586376.7837,4717294.9165,1283,"GOLDSBORO RD & RANNOCH RD",38.969439,-77.132735,"Bethesda","22968"
-8586012.101,4717482.913,1284,"GOLDSBORO RD & GOLDLEAF DR",38.970752,-77.129459,"Bethesda","22970"
-8585633.0582,4717511.8359,1285,"GOLDSBORO RD & RED WING RD",38.970954,-77.126054,"Bethesda","22972"
-8585259.136,4717703.8457,1286,"GOLDSBORO RD & HAVILAND DR",38.972295,-77.122695,"Bethesda","22974"
-8585255.4625,4717737.9238,1287,"GOLDSBORO RD & HAVILAND DR",38.972533,-77.122662,"Bethesda","22976"
-8585569.7174,4717557.5113,1288,"GOLDSBORO RD & RED WING RD",38.971273,-77.125485,"Bethesda","22978"
-8585970.4676,4717533.5997,1289,"GOLDSBORO RD & GOLDLEAF DR",38.971106,-77.129085,"Bethesda","22980"
-8586436.0057,4717299.9278,1290,"GOLDSBORO RD & RANNOCH RD",38.969474,-77.133267,"Bethesda","22982"
-8586967.3336,4717277.0191,1291,"GOLDSBORO RD & MACARTHUR BLVD",38.969314,-77.13804,"Bethesda","22984"
-8571776.5646,4735427.2158,1292,"GOOD HOPE RD & NEW HAMPSHIRE AVE",39.095966,-77.001579,"Cloverly","22986"
-8570811.0906,4735119.5499,1293,"GOOD HOPE RD & GOOD HOPE DR",39.093821,-76.992906,"Cloverly","22988"
-8570173.5639,4735482.0085,1294,"GOOD HOPE RD & TWIG RD",39.096348,-76.987179,"Cloverly","22990"
-8569958.7173,4735679.81,1295,"GOOD HOPE RD & SANDY HOLLOW CT",39.097727,-76.985249,"Cloverly","22992"
-8569848.7336,4735851.3654,1296,"GOOD HOPE RD & WINDMILL LA",39.098923,-76.984261,"Cloverly","22994"
-8569835.9319,4735910.4638,1297,"GOOD HOPE RD & WINDMILL LA",39.099335,-76.984146,"Cloverly","22998"
-8569961.6116,4735697.5966,1298,"GOOD HOPE RD & SANDY HOLLOW CT",39.097851,-76.985275,"Cloverly","23000"
-8570134.0455,4735514.2819,1299,"GOOD HOPE RD & TWIG RD",39.096573,-76.986824,"Cloverly","23002"
-8570817.6585,4735138.7697,1300,"GOOD HOPE RD & GOOD HOPE DR",39.093955,-76.992965,"Cloverly","23004"
-8589696.8875,4732684.8012,1301,"GREAT FALLS RD & MARYLAND AVE",39.076844,-77.16256,"Rockville","23006"
-8589338.2161,4733477.8192,1302,"GREAT FALLS RD & POTOMAC ST",39.082374,-77.159338,"Rockville","23010"
-8589093.2019,4733646.3257,1303,"GREAT FALLS RD & JEFFERSON ST",39.083549,-77.157137,"Rockville","23012"
-8589134.6128,4733637.5776,1304,"GREAT FALLS RD & MONTGOMERY AVE",39.083488,-77.157509,"Rockville","23014"
-8589364.7101,4733470.7922,1305,"GREAT FALLS RD & WILLIAMS ST",39.082325,-77.159576,"Rockville","23016"
-8589545.6043,4733156.3024,1306,"GREAT FALLS RD & MONUMENT ST",39.080132,-77.161201,"Rockville","23018"
-8589730.84,4732645.2236,1307,"GREAT FALLS RD & MARYLAND AVE",39.076568,-77.162865,"Rockville","23020"
-8592675.7971,4746591.4215,1308,"GOSHEN RD & FARMINGHAM DR",39.173757,-77.18932,"Montgomery Village","23022"
-8592681.2517,4746886.5129,1309,"GOSHEN RD & TURTLE DOVE TERR",39.175812,-77.189369,"Montgomery Village","23024"
-8592689.712,4747098.6108,1310,"GOSHEN RD & TRAMS WAY",39.177289,-77.189445,"Montgomery Village","23026"
-8592619.2468,4747616.1654,1311,"GOSHEN RD & BRAMBLE BUSH DR",39.180893,-77.188812,"Montgomery Village","23028"
-8592357.646,4748636.7046,1312,"GOSHEN RD & SNOUFFER SCHOOL RD",39.187999,-77.186462,"Montgomery Village","23030"
-8592670.899,4747530.0002,1313,"GOSHEN RD & STEWARTOWN PARK",39.180293,-77.189276,"Montgomery Village","23032"
-8592703.9609,4747086.4046,1314,"GOSHEN RD & STEWARTOWN RD",39.177204,-77.189573,"Montgomery Village","23034"
-8592710.5288,4746895.2725,1315,"GOSHEN RD & SANDY LAKE DR",39.175873,-77.189632,"Montgomery Village","23036"
-8592694.4988,4746529.9631,1316,"GOSHEN RD & FARMINGHAM DR",39.173329,-77.189488,"Montgomery Village","23038"
-8594313.4181,4735750.2392,1317,"GREAT SENECA HWY & MEDICAL CENTER DR",39.098218,-77.204031,"Rockville","23040"
-8595910.1849,4737565.6448,1318,"GREAT SENECA HWY & MUDDY BRANCH RD",39.110873,-77.218375,"Gaithersburg","23042"
-8598098.0582,4740175.0633,1319,"GREAT SENECA HWY & QUINCE ORCHARD RD",39.129059,-77.238029,"Gaithersburg","23044"
-8598360.5495,4740466.8102,1320,"GREAT SENECA HWY & SIOUX LA",39.131092,-77.240387,"Gaithersburg","23046"
-8598956.3314,4740824.7247,1321,"GREAT SENECA HWY & LONGDRAFT RD",39.133586,-77.245739,"Gaithersburg","23048"
-8599639.9444,4741305.2169,1322,"GREAT SENECA HWY & HORN POINT DR",39.136934,-77.25188,"Gaithersburg","23050"
-8602556.1811,4743633.8035,1323,"GREAT SENECA HWY & COTTAGE GARDEN DR",39.153157,-77.278077,"Germantown","23052"
-8601682.5458,4745578.9859,1324,"GREAT SENECA HWY & CLIMBING IVY DR",39.166706,-77.270229,"Germantown","23056"
-8601395.0075,4745716.8239,1325,"GREAT SENECA HWY & GROTTO LA",39.167666,-77.267646,"Germantown","23058"
-8600939.8221,4746018.3512,1326,"GREAT SENECA HWY & GREY EAGLE CT",39.169766,-77.263557,"Germantown","23060"
-8600813.3632,4746269.6309,1327,"GREAT SENECA HWY & WISTERIA DR",39.171516,-77.262421,"Germantown","23062"
-8600911.8809,4746136.0929,1328,"GREAT SENECA HWY & WISTERIA DR",39.170586,-77.263306,"Germantown","23066"
-8601071.1791,4745941.9635,1329,"GREAT SENECA HWY & GREY EAGLE CT",39.169234,-77.264737,"Germantown","23068"
-8601421.2789,4745744.8225,1330,"GREAT SENECA HWY & GROTTO LA",39.167861,-77.267882,"Germantown","23070"
-8602090.5317,4745204.2482,1331,"GREAT SENECA HWY & MATENY RD",39.164096,-77.273894,"Germantown","23072"
-8599635.3803,4741269.9111,1332,"GREAT SENECA HWY & HORN POINT DR",39.136688,-77.251839,"Gaithersburg","23078"
-8598968.1313,4740803.7719,1333,"GREAT SENECA HWY & LONGDRAFT RD",39.13344,-77.245845,"Gaithersburg","23080"
-8598349.8628,4740421.6054,1334,"GREAT SENECA HWY & SIOUX LA",39.130777,-77.240291,"Gaithersburg","23082"
-8598097.2789,4740138.757,1335,"GREAT SENECA HWY & QUINCE ORCHARD RD",39.128806,-77.238022,"Gaithersburg","23084"
-8594351.6007,4735755.5465,1336,"GREAT SENECA HWY & MEDICAL CENTER DR",39.098255,-77.204374,"Rockville","23086"
-8586337.8219,4722217.4803,1337,"GREENTREE RD & FRIARS RD",39.003811,-77.132385,"Bethesda","23088"
-8586021.4519,4721989.1438,1338,"GREENTREE RD & DRUMALDRY DR",39.002217,-77.129543,"Bethesda","23090"
-8585584.9682,4721840.4556,1339,"GREENTREE RD & RIDGE PL",39.001179,-77.125622,"Bethesda","23092"
-8585137.3525,4721814.815,1340,"GREENTREE RD & BRADMOOR DR",39.001,-77.121601,"Bethesda","23094"
-8584767.8831,4721844.3232,1341,"GREENTREE RD & ROLSTON RD",39.001206,-77.118282,"Bethesda","23096"
-8584506.7276,4721807.0799,1342,"GREENTREE RD & HEMPSTEAD AVE",39.000946,-77.115936,"Bethesda","23098"
-8584110.6528,4721709.8181,1343,"GREENTREE RD & GRANT ST",39.000267,-77.112378,"Bethesda","23100"
-8583874.8781,4721682.4589,1344,"GREENTREE RD & OLD GEORGETOWN RD",39.000076,-77.11026,"Bethesda","23102"
-8584081.9324,4721718.8424,1345,"GREENTREE RD & GRANT RD",39.00033,-77.11212,"Bethesda","23106"
-8584460.8639,4721806.5069,1346,"GREENTREE RD & HEMPSTEAD AVE",39.000942,-77.115524,"Bethesda","23108"
-8584767.5491,4721857.3584,1347,"GREENTREE RD & ROLSTON RD",39.001297,-77.118279,"Bethesda","23110"
-8585055.4213,4721820.688,1348,"GREENTREE RD & BRADMOOR DR",39.001041,-77.120865,"Bethesda","23112"
-8585548.1214,4721860.653,1349,"GREENTREE RD & RIDGE PL",39.00132,-77.125291,"Bethesda","23114"
-8586026.2386,4722006.6198,1350,"GREENTREE RD & DRUMALDRY DR",39.002339,-77.129586,"Bethesda","23116"
-8586344.7237,4722243.8382,1351,"GREENTREE RD & FRIARS RD",39.003995,-77.132447,"Bethesda","23118"
-8585182.4369,4724881.9781,1352,"GROSVENOR LA & SOUTHPORT DR",39.022409,-77.122006,"Bethesda","23120"
-8584845.3615,4724886.9931,1353,"GROSVENOR LA & HURST ST",39.022444,-77.118978,"Bethesda","23122"
-8584522.8689,4724896.5933,1354,"GROSVENOR LA & BROAD ST",39.022511,-77.116081,"Bethesda","23124"
-8584266.1661,4724905.0473,1355,"GROSVENOR LA & DICKENS AVE",39.02257,-77.113775,"Bethesda","23126"
-8583974.0638,4724909.4892,1356,"GROSVENOR LA & FLEMING AVE",39.022601,-77.111151,"Bethesda","23128"
-8583623.4074,4724918.5163,1357,"GROSVENOR LA & @5400",39.022664,-77.108001,"Bethesda","23130"
-8583611.6075,4724926.6836,1358,"GROSVENOR LA & @5400",39.022721,-77.107895,"Bethesda","23132"
-8584011.4672,4724925.9672,1359,"GROSVENOR LA & FLEMING AVE",39.022716,-77.111487,"Bethesda","23134"
-8584207.6121,4724922.6716,1360,"GROSVENOR LA & DICKENS AVE",39.022693,-77.113249,"Bethesda","23136"
-8584525.9858,4724914.6475,1361,"GROSVENOR LA & BETH HEALTH CENTER",39.022637,-77.116109,"Bethesda","23138"
-8584774.0057,4724905.3338,1362,"GROSVENOR LA & HATHERLEIGH DR",39.022572,-77.118337,"Bethesda","23140"
-8585147.0373,4724894.3007,1363,"GROSVENOR LA & SOUTHPORT DR",39.022495,-77.121688,"Bethesda","23142"
-8583315.1637,4724947.1738,1364,"GROSVENOR PL & GROSVENOR LA",39.022864,-77.105232,"Bethesda","23144"
-8583447.6339,4725126.1417,1365,"GROSVENOR PL & @10201",39.024113,-77.106422,"Bethesda","23146"
-8583587.4512,4725373.0339,1366,"GROSVENOR PL & @10301",39.025836,-77.107678,"Bethesda","23148"
-8583546.7083,4725618.499,1367,"GROSVENOR PL & @10401",39.027549,-77.107312,"Bethesda","23150"
-8583564.5194,4725614.0568,1368,"GROSVENOR PL & @10401",39.027518,-77.107472,"Bethesda","23152"
-8583591.3474,4725355.8386,1369,"GROSVENOR PL & ENGLISHMAN DR",39.025716,-77.107713,"Bethesda","23154"
-8583468.6733,4725130.4404,1370,"GROSVENOR PL & @10201",39.024143,-77.106611,"Bethesda","23156"
-8583317.8354,4724928.8329,1371,"GROSVENOR PL & GROSVENOR LA",39.022736,-77.105256,"Bethesda","23158"
-8583092.6361,4725774.4076,1372,"GROSVENOR STATION & BAY G",39.028637,-77.103233,"Bethesda","23164"
-8577861.8445,4721135.5774,1373,"GRUBB RD & DONNYBROOK DR",38.996258,-77.056244,"Chevy Chase","23166"
-8577659.577,4720974.0109,1374,"GRUBB RD & ROSS RD",38.99513,-77.054427,"Chevy Chase","23168"
-8577499.1656,4720856.2752,1375,"GRUBB RD & SPENCER RD",38.994308,-77.052986,"Chevy Chase","23170"
-8577346.2126,4720738.6841,1376,"GRUBB RD & EAST WEST HWY",38.993487,-77.051612,"Chevy Chase","23172"
-8577269.0682,4720681.5362,1377,"GRUBB RD & COLSTON DR",38.993088,-77.050919,"Chevy Chase","23174"
-8577138.6018,4720585.2879,1378,"GRUBB RD & BLAINE DR",38.992416,-77.049747,"Chevy Chase","23176"
-8577122.2378,4720592.3059,1379,"GRUBB RD & WASHINGTON AVE",38.992465,-77.0496,"Chevy Chase","23178"
-8577263.9475,4720696.8616,1380,"GRUBB RD & COLSTON DR",38.993195,-77.050873,"Chevy Chase","23180"
-8577417.4571,4720819.1787,1381,"GRUBB RD & EAST WEST HWY",38.994049,-77.052252,"Chevy Chase","23182"
-8577681.7296,4721020.2748,1382,"GRUBB RD & LYTTONSVILLE RD",38.995453,-77.054626,"Chevy Chase","23184"
-8577870.3048,4721161.7892,1383,"GRUBB RD & DONNYBROOK DR",38.996441,-77.05632,"Chevy Chase","23186"
-8588450.8884,4736907.4419,1384,"E GUDE DR & CRABBS BRANCH WAY",39.106285,-77.151367,"Rockville","23188"
-8588145.2051,4736921.2138,1385,"E GUDE DR & CALHOUN DR",39.106381,-77.148621,"Rockville","23189"
-8587766.9415,4736844.8948,1386,"E GUDE DR & DISPLAY CT",39.105849,-77.145223,"Rockville","23190"
-8587478.7353,4736481.67,1387,"E GUDE DR & @711",39.103317,-77.142634,"Rockville","23192"
-8587130.194,4735971.1403,1388,"E GUDE DR & DOVER RD",39.099758,-77.139503,"Rockville","23194"
-8586750.7059,4735627.3112,1389,"E GUDE DR & SOUTHLAWN DR",39.097361,-77.136094,"Rockville","23196"
-8586537.1951,4735428.2198,1390,"E GUDE DR & ROTHGEB DR",39.095973,-77.134176,"Rockville","23198"
-8586522.2783,4735448.4443,1391,"E GUDE DR & ROTHGEB DR",39.096114,-77.134042,"Rockville","23200"
-8586866.9234,4735750.6695,1392,"E GUDE DR & SOUTHLAWN DR",39.098221,-77.137138,"Rockville","23202"
-8587085.7775,4735964.3985,1393,"E GUDE DR & DOVER RD",39.099711,-77.139104,"Rockville","23204"
-8587497.9936,4736569.7494,1394,"E GUDE DR & @700",39.103931,-77.142807,"Rockville","23206"
-8587731.3193,4736852.211,1395,"E GUDE DR & @600",39.1059,-77.144903,"Rockville","23208"
-8588252.1832,4736951.1964,1396,"E GUDE DR & CALHOUN DR",39.10659,-77.149582,"Rockville","23210"
-8585706.863,4730318.0189,1397,"HALPINE RD & JEFFERSON ST",39.060337,-77.126717,"Rockville","23212"
-8585454.7244,4730482.4585,1398,"HALPINE RD & ROCKVILLE PIKE",39.061484,-77.124452,"Rockville","23214"
-8585355.7613,4730548.1204,1399,"HALPINE RD & ROCKVILLE PIKE",39.061942,-77.123563,"Rockville","23216"
-8585357.7651,4730582.5285,1400,"HALPINE RD & ROCKVILLE PIKE",39.062182,-77.123581,"Rockville","23218"
-8585487.7862,4730499.8058,1401,"HALPINE RD & ROCKVILLE PIKE",39.061605,-77.124749,"Rockville","23220"
-8585664.4503,4730379.6655,1402,"HALPINE RD & CONGRESSIONAL PLAZA",39.060767,-77.126336,"Rockville","23222"
-8582652.4788,4718117.3734,1403,"HILLANDALE RD & WILLETT PKWY",38.975183,-77.099279,"Bethesda","23248"
-8582706.914,4717958.862,1404,"HILLANDALE RD & BETHESDA POOL",38.974076,-77.099768,"Bethesda","23250"
-8581623.8867,4741732.9143,1405,"HINES RD & SANDY KNOLL DR",39.139914,-77.090039,"Olney","23252"
-8581462.0282,4741919.2123,1406,"HINES RD & MACDUFF AVE",39.141212,-77.088585,"Olney","23254"
-8581019.0879,4741948.0616,1407,"HINES RD & MACDUFF AVE",39.141413,-77.084606,"Olney","23256"
-8580730.7704,4741925.2405,1408,"HINES RD & EVANGALINE LA",39.141254,-77.082016,"Olney","23258"
-8580327.7939,4741939.1628,1409,"HINES RD & WELLFLEET DR",39.141351,-77.078396,"Olney","23260"
-8579961.3301,4742000.3062,1410,"HINES RD & LAFAYETTE DR",39.141777,-77.075104,"Olney","23262"
-8579295.4169,4742127.0435,1411,"HINES RD & WINTER LAUREL DR",39.14266,-77.069122,"Olney","23266"
-8579216.9367,4742141.5401,1412,"HINES RD & GEORGIA AVE",39.142761,-77.068417,"Olney","23268"
-8579655.6468,4742140.3919,1413,"HINES RD & MONITOR DR",39.142753,-77.072358,"Olney","23270"
-8579964.0018,4742017.0991,1414,"HINES RD & LAFAYETTE DR",39.141894,-77.075128,"Olney","23272"
-8580313.7676,4741961.6968,1415,"HINES RD & WELLFLEET DR",39.141508,-77.07827,"Olney","23274"
-8580658.4128,4741944.6169,1416,"HINES RD & EVANGALINE LA",39.141389,-77.081366,"Olney","23276"
-8581055.6007,4741964.1368,1417,"HINES RD & MACDUFF AVE",39.141525,-77.084934,"Olney","23278"
-8581467.1489,4741940.4546,1418,"HINES RD & MACDUFF AVE",39.14136,-77.088631,"Olney","23280"
-8581609.5265,4741793.7694,1419,"HINES RD & SANDY KNOLL DR",39.140338,-77.08991,"Olney","23282"
-8580265.3436,4729032.4144,1420,"FERRARA DR & @3950 (HOLIDAY PARK SR CTR)",39.051369,-77.077835,"","23284"
-8592350.0762,4721638.7703,1421,"BRADLEY BLV & CONGRESSIONAL CT",38.999771,-77.186394,"Potomac","23286"
-8578569.2799,4734831.3995,1422,"HOMECREST RD & BEL PRE RD",39.091812,-77.062599,"Aspen Hill","23288"
-8578492.9147,4735153.113,1423,"HOMECREST RD & HOMECREST HOUSE",39.094055,-77.061913,"Aspen Hill","23290"
-8578371.0199,4735662.5973,1424,"HOMECREST RD & GUNARETTE WAY",39.097607,-77.060818,"Aspen Hill","23292"
-8578157.0638,4736033.3952,1425,"HOMECREST RD & HOMECREST CIR",39.100192,-77.058896,"Aspen Hill","23294"
-8577686.071,4736477.3665,1426,"HOMECREST RD & LONGMEAD CROSSING DR",39.103287,-77.054665,"Aspen Hill","23296"
-8572184.3279,4720102.4843,1427,"HOUSTON AVE & KENNEBEC ST",38.989045,-77.005242,"Silver Spring","23298"
-8572132.453,4720201.306,1428,"HOUSTON AVE & BRIGHTON AVE",38.989735,-77.004776,"Silver Spring","23300"
-8571994.8621,4720350.9727,1429,"HOUSTON AVE & ROANOKE AVE",38.99078,-77.00354,"Silver Spring","23302"
-8571831.779,4720389.2133,1430,"HOUSTON AVE & FLOWER AVE",38.991047,-77.002075,"Silver Spring","23304"
-8579963.6678,4725709.2066,1431,"HOWARD AVE & CONNECTICUT AVE",39.028182,-77.075125,"Chevy Chase","23312"
-8579792.3471,4725615.9197,1432,"HOWARD AVE & FAWCETT ST",39.027531,-77.073586,"Chevy Chase","23314"
-8579647.5205,4725458.1507,1433,"MONTGOMERY AVE & KENSINGTON PKWY",39.02643,-77.072285,"Chevy Chase","23316"
-8579631.9357,4725457.5775,1434,"MONTGOMERY AVE & KENSINGTON PKWY",39.026426,-77.072145,"Chevy Chase","23318"
-8579806.4847,4725636.8411,1435,"HOWARD AVE & FAWCETT ST",39.027677,-77.073713,"Chevy Chase","23320"
-8580015.3201,4725747.6107,1436,"HOWARD AVE & CONNECTICUT AVE",39.02845,-77.075589,"Chevy Chase","23322"
